#date, pm25, pm10, o3, no2, so2, co
2016/3/30, , 38, 34, 23, 4, 
2016/3/31, , 13, 27, 15, 1, 
2016/4/1, , 39, 39, 27, 4, 
2015/10/2, , 50, 53, 30, 3, 
2015/10/3, , 57, 46, 23, 2, 
2015/10/4, , 39, 51, 15, 1, 
2015/10/5, , 36, 61, 18, 1, 6
2015/10/6, , 48, 51, 21, 1, 
2015/10/7, , 47, 47, 24, 1, 
2015/10/8, , 51, 69, 21, 1, 
2015/10/9, , 51, 51, 22, 1, 
2015/10/10, , 48, 41, 26, 1, 
2015/10/11, , 40, 39, 21, 2, 
2015/10/12, , 31, 44, 21, 1, 
2015/10/13, , 38, 31, 25, 1, 
2015/10/14, , 38, 30, 25, 2, 
2015/10/15, , 28, 28, 23, 2, 
2015/10/16, , 35, 36, 24, 2, 
2015/10/17, , 24, 37, 18, 1, 
2015/10/18, , 32, 42, 18, 1, 
2015/10/19, , 31, 56, 17, 1, 
2015/10/20, , 28, 43, 13, 1, 
2015/10/21, , 27, 43, 16, 1, 
2015/10/22, , 35, 62, 19, , 
2015/10/23, , 37, 56, 20, , 
2015/10/24, , 43, 60, 21, , 
2015/10/25, , 29, 43, 20, 1, 
2015/10/26, , 22, 56, 22, 1, 
2015/10/27, , 29, 62, 22, 1, 
2015/10/28, , 27, 58, 22, , 
2015/10/29, , 28, 55, 23, , 
2015/10/30, , 32, 59, 30, 1, 
2015/10/31, , 34, 37, 28, 1, 
2015/11/1, , 40, 39, 20, 1, 
2015/11/2, , 35, 40, 19, 1, 
2015/11/3, , 135, 52, 20, 2, 
2015/11/4, , 47, 31, 27, 3, 
2015/11/5, , 50, , , , 
2015/11/11, , 40, 53, 18, 3, 
2015/11/12, , 36, 60, 22, 2, 
2015/11/13, , 34, 51, 19, 1, 
2015/11/14, , 35, 44, 13, 1, 
2015/11/15, , 34, 36, 15, 1, 
2015/11/16, , 20, 43, 21, 1, 5
2015/11/17, , 26, 32, 26, 4, 
2015/11/18, , 33, 32, 27, 5, 
2015/11/19, , 30, 54, 25, 4, 
2015/11/20, , 35, 47, 27, 3, 
2015/11/21, , 38, 36, 29, 2, 
2015/11/22, , 37, 39, 22, 6, 
2015/11/23, , 38, 33, 33, 4, 
2015/11/24, , 43, , , , 
2015/7/2, , 42, 33, 7, 4, 
2015/7/3, , 32, 29, 8, 1, 
2015/7/4, , 37, 44, 9, 1, 
2015/7/5, , 37, 36, 11, 2, 
2015/7/6, , 28, 36, 12, 1, 
2015/7/7, , 29, 26, 24, 2, 
2015/7/8, , 24, 32, 26, 2, 
2015/7/9, , 30, 33, 13, 4, 
2015/7/10, , 27, 26, 11, 4, 
2015/7/11, , 25, 27, 8, 2, 
2015/7/12, , 24, 32, 14, 4, 
2015/7/13, , 23, 41, 16, 4, 4
2015/7/14, , 31, 31, 20, 5, 
2015/7/15, , 37, 36, 18, 5, 
2015/7/16, , 39, 33, 16, 5, 
2015/7/17, , 34, 43, 10, 2, 
2015/7/18, , 44, 31, 14, 2, 
2015/7/19, , 29, 35, 20, 3, 
2015/7/20, , 33, 34, 23, 4, 9
2015/7/21, , 32, 30, 21, 5, 
2015/7/22, , 33, 29, 14, 3, 
2015/7/23, , 27, 31, 15, 4, 
2015/7/24, , 27, 36, 8, 1, 
2015/7/25, , 23, 32, 8, 1, 
2015/7/26, , 24, 40, 7, 2, 
2015/7/27, , 26, 29, 8, 2, 3
2015/7/28, , 25, 31, 14, 3, 
2015/7/29, , 39, 35, 10, 2, 
2015/7/30, , 29, 33, 9, 2, 
2015/7/31, , 30, 38, 7, 1, 
2015/8/1, , 31, 36, 8, 1, 
2015/8/2, , 35, 38, 6, 3, 
2015/8/3, , 42, 41, 6, 2, 3
2015/8/4, , 45, 36, 6, 2, 
2015/8/5, , 43, 42, 6, 2, 
2015/8/6, , 36, 52, 12, 2, 
2015/8/7, , 41, 41, 17, 2, 
2015/8/8, , 42, 40, 22, 3, 
2015/8/9, , 44, 42, 15, 2, 
2015/8/10, , 29, 44, 14, 3, 4
2015/8/11, , 32, 45, 13, 7, 
2015/8/12, , 37, 42, 12, 3, 
2015/8/13, , 30, 53, 12, 2, 
2015/8/14, , 39, 30, 15, 6, 
2015/8/15, , 47, 39, 17, 6, 
2015/8/16, , 48, 59, 15, 2, 
2015/8/17, , 39, 50, 10, 2, 4
2015/8/18, , 38, 63, 8, 2, 
2015/8/19, , 44, 52, 8, , 
2015/8/20, , 44, 40, 7, 2, 
2015/8/21, , 41, 47, 8, 2, 
2015/8/22, , 43, 57, 14, 1, 
2015/8/23, , 57, 43, 13, 1, 
2015/8/24, , 52, 38, 13, 1, 5
2015/8/25, , 46, 39, 15, 2, 
2015/8/26, , 43, 50, 20, 2, 
2015/8/27, , 49, 52, 21, 3, 
2015/8/28, , 47, 38, 14, 2, 
2015/8/29, , 52, 41, 7, , 
2015/8/30, , 71, 43, 6, 1, 
2015/8/31, , 56, 41, 11, 1, 4
2015/9/1, , 53, 39, 16, 2, 
2015/9/2, , 39, 44, 10, 1, 
2015/9/3, , 51, 50, 13, 1, 
2015/9/4, , 53, 59, 10, 1, 
2015/9/5, , 56, 53, 14, 2, 
2015/9/6, , 50, 32, 8, 1, 
2015/9/7, , 25, 44, 23, 2, 10
2015/9/8, , 54, 64, 19, 4, 
2015/9/9, , 56, 52, 19, 2, 
2015/9/10, , 47, 92, 18, 1, 
2015/9/11, , 52, 90, 18, 1, 
2015/9/12, , 57, 96, 10, 1, 
2015/9/13, , 67, 115, 9, 1, 
2015/9/14, , 86, 131, 13, 3, 5
2015/9/15, , 82, 99, 11, 1, 
2015/9/16, , 53, 58, 16, 2, 
2015/9/17, , 49, 68, 27, 1, 
2015/9/18, , 48, 54, 34, 2, 
2015/9/19, , 49, 54, 25, 2, 
2015/9/20, , 26, 49, 25, 2, 
2015/9/21, , 42, 48, 28, 2, 6
2015/9/22, , 35, 46, 25, 2, 
2015/9/23, , 37, 42, 25, 2, 
2015/9/24, , 41, 49, 24, 2, 
2015/9/25, , 47, 53, 26, 2, 
2015/9/26, , 47, 48, 27, 2, 
2015/9/27, , 54, 46, 24, 2, 
2015/9/28, , 44, 62, 29, 2, 6
2015/9/29, , 49, 70, 36, 2, 
2015/9/30, , 48, 56, 31, 3, 
2015/10/1, , 54, 39, 29, 2, 
2020/9/30, , , 25, , 1, 3
2020/5/22, , , 32, , 1, 5
2020/1/1, , , 20, , 4, 4
2020/2/12, , , 28, , 4, 7
2020/3/16, , , 21, , 9, 3
2019/10/22, , , 30, , 2, 6
2019/4/24, , , 14, , 2, 7
2019/6/16, , , 26, , 2, 3
2019/6/17, , , 21, , 1, 2
2019/6/18, , , 24, , 1, 2
2019/6/19, , , 30, , 1, 3
2019/1/1, , , 31, , 28, 6
2018/12/23, , , 8, , 3, 6
2018/9/14, , , 31, , 2, 9
2018/9/25, , , 50, , , 5
2016/7/7, , , 26, 7, 1, 
2016/8/5, , , 41, 12, 2, 
2016/8/22, , , 54, 9, 2, 
2016/1/8, , , 7, 28, 8, 8
2016/1/9, , , 60, 23, 5, 11
2016/1/10, , , 66, 27, 5, 12
2016/1/11, , , 28, 15, 6, 9
2016/1/12, , , 32, 18, 4, 8
2016/1/13, , , 28, 20, 5, 7
2016/1/14, , , 13, 22, 4, 8
2016/1/15, , , 46, 22, 5, 6
2016/1/16, , , 66, 28, 6, 9
2016/1/17, , , 45, 17, 3, 6
2016/1/18, , , 39, 23, 6, 8
2016/1/19, , , 55, 19, 4, 6
2016/1/20, , , 50, 25, 5, 8
2016/1/21, , , 23, 28, 6, 7
2016/1/22, , , 37, 29, 5, 8
2016/1/23, , , 41, 25, 5, 7
2016/1/24, , , 36, 12, 2, 6
2016/1/25, , , 34, 11, 1, 6
2016/1/26, , , 14, 23, 2, 8
2016/1/27, , , 56, 18, 4, 
2016/1/28, , , 83, 20, 4, 
2016/1/29, , , 67, 27, 5, 
2016/1/30, , , 37, 34, 6, 
2016/1/31, , , 29, 25, 2, 
2016/2/1, , , 55, 31, 4, 
2016/2/2, , , 69, 20, 4, 8
2016/2/3, , , 74, 20, 4, 8
2016/2/4, , , 49, 31, 7, 10
2016/2/5, , , 58, 27, 2, 8
2016/2/6, , , 49, 30, 4, 8
2016/2/7, , , 58, 20, , 8
2016/2/8, , , 46, 9, , 6
2016/2/9, , , 35, 15, 2, 6
2016/2/10, , , 35, 22, 6, 6
2016/2/11, , , 31, 20, 4, 7
2016/2/12, , , 31, 21, 6, 8
2016/2/13, , , 39, 19, 2, 7
2016/2/14, , , 33, 14, , 7
2016/2/15, , , 30, 7, , 5
2016/2/16, , , 33, 15, 4, 8
2016/2/17, , , 36, 13, , 
2016/2/18, , , 38, 22, 1, 
2016/2/19, , , 40, 22, 2, 
2016/2/20, , , 39, 16, , 
2016/2/21, , , 38, 19, 1, 
2016/2/22, , , 50, 17, 1, 
2016/2/23, , , 35, 23, 3, 8
2016/2/24, , , 45, 24, 1, 8
2016/2/25, , , 24, 32, 3, 10
2016/2/26, , , 32, 32, 4, 10
2016/2/27, , , 30, 25, 2, 9
2016/2/28, , , 47, 23, 4, 8
2016/2/29, , , 44, 23, 2, 10
2016/3/1, , , 36, 24, 6, 8
2016/3/2, , , 17, 28, 3, 9
2016/3/3, , , 33, 22, 4, 10
2016/3/4, , , 22, 23, 2, 9
2016/3/5, , , 20, 24, 4, 11
2016/3/6, , , 28, 29, 6, 11
2016/3/7, , , 38, 22, 2, 10
2016/3/8, , , 22, 28, 3, 11
2016/3/9, , , 45, 24, 4, 12
2016/3/10, , , 40, 30, 6, 12
2016/3/11, , , 55, 34, 6, 10
2016/3/12, , , 51, 26, 4, 8
2016/3/13, , , 40, 29, 4, 12
2016/3/14, , , 40, 26, 5, 8
2016/3/15, , , 52, 29, 4, 11
2016/3/16, , , 42, 14, 1, 
2015/11/10, , , 45, 26, 4, 
2015/7/1, , , 33, 7, 1, 
2015/4/2, , , 47, 25, 5, 7
2015/4/3, , , 47, 16, 2, 7
2015/4/4, , , 39, 18, 3, 8
2015/4/5, , , 46, 16, 2, 7
2015/4/6, , , 38, 16, 2, 7
2015/4/7, , , 39, 19, 4, 11
2015/4/8, , , 30, 11, , 
2015/4/9, , , 47, 17, 1, 8
2015/4/10, , , 40, 19, 2, 7
2015/4/11, , , 53, 19, 3, 7
2015/4/12, , , 40, 17, 2, 6
2015/4/13, , , 40, 16, 2, 5
2015/4/14, , , 39, 18, 2, 6
2015/4/15, , , 31, 19, 4, 
2015/4/16, , , 43, 20, 6, 7
2015/4/17, , , 35, 25, 2, 9
2015/4/18, , , 33, 40, 6, 13
2015/4/19, , , 52, 27, 3, 10
2015/4/20, , , 45, 29, 4, 11
2015/4/21, , , 42, 29, 4, 13
2015/4/22, , , 34, 28, 9, 
2015/4/23, , , 35, 16, 2, 8
2015/4/24, , , 32, 16, 4, 6
2015/4/25, , , 28, 12, 5, 8
2015/4/26, , , 28, 13, 2, 7
2015/4/27, , , 30, 14, 2, 8
2015/4/28, , , 27, 10, 1, 5
2015/4/29, , , 31, 11, 1, 
2015/4/30, , , 35, 18, 5, 
2015/5/1, , , 43, 20, 11, 
2015/5/5, , , 43, 24, 4, 14
2015/5/6, , , 41, 17, 3, 
2015/5/7, , , 41, 10, 2, 6
2015/5/8, , , 40, 9, 2, 5
2015/5/9, , , 35, 12, 2, 6
2015/5/10, , , 30, 9, 1, 6
2015/5/11, , , 23, 9, 2, 6
2015/5/12, , , 30, 14, 2, 8
2015/5/13, , , 25, 13, 2, 
2015/5/14, , , 31, 17, 2, 7
2015/5/15, , , 26, 18, 3, 6
2015/5/16, , , 34, 21, 4, 7
2015/5/17, , , 36, 23, 5, 9
2015/5/18, , , 44, 23, 3, 9
2015/5/19, , , 21, 7, 1, 6
2015/5/20, , , 35, 7, 1, 
2015/5/21, , , 27, 12, 3, 8
2015/5/22, , , 21, 13, 1, 5
2015/5/23, , , 31, 15, 3, 7
2015/5/24, , , 27, 13, 3, 7
2015/5/25, , , 39, 16, 2, 6
2015/5/26, , , 24, 24, 5, 7
2015/5/27, , , 29, 24, 5, 
2015/5/28, , , 30, 20, 5, 
2015/5/29, , , 23, 18, 3, 
2015/5/30, , , 22, 29, 5, 
2015/5/31, , , 35, 26, 4, 
2015/6/1, , , 24, 18, 4, 
2015/6/2, , , 23, 12, 2, 5
2015/6/3, , , 33, 9, , 3
2015/6/4, , , 32, 12, 2, 3
2015/6/5, , , 33, 10, 1, 3
2015/6/6, , , 36, 15, 1, 4
2015/6/7, , , 37, 19, 2, 6
2015/6/8, , , 36, 13, 2, 5
2015/6/9, , , 28, 13, 1, 5
2015/6/10, , , 33, 19, 3, 7
2015/6/11, , , 31, 19, 2, 7
2015/6/12, , , 30, 9, 2, 5
2015/6/13, , , 29, 12, 2, 5
2015/6/14, , , 27, 14, 2, 6
2015/6/15, , , 36, 14, 3, 8
2015/6/16, , , 28, 7, 2, 4
2015/6/17, , , 28, 8, 1, 4
2015/6/18, , , 28, 12, 2, 5
2015/6/19, , , 26, 8, 1, 4
2015/6/20, , , 37, 8, 1, 4
2015/6/21, , , 32, 8, 1, 5
2015/6/22, , , 29, 8, 1, 5
2015/6/23, , , 28, 5, 1, 4
2015/6/24, , , 28, 5, 1, 4
2015/6/25, , , 33, 6, 1, 4
2015/6/26, , , 34, 6, 1, 3
2015/6/27, , , 32, 5, 1, 3
2015/6/28, , , 40, 5, , 3
2015/6/29, , , 40, 4, , 3
2015/6/30, , , 32, 7, 1, 3
2015/1/2, , , 39, 13, 2, 7
2015/1/3, , , 32, 8, , 6
2015/1/4, , , 33, 15, 4, 6
2015/1/5, , , 30, 16, 3, 7
2015/1/6, , , 33, 10, , 6
2015/1/7, , , 39, 9, , 5
2015/1/8, , , 33, 9, 1, 4
2015/1/9, , , 31, 17, 3, 5
2015/1/10, , , 28, 20, 5, 5
2015/1/11, , , 27, 10, , 4
2015/1/12, , , 37, 19, 5, 5
2015/1/13, , , 30, 22, 4, 7
2015/1/14, , , 34, 14, 2, 5
2015/1/15, , , 45, 19, 3, 7
2015/1/16, , , 38, 22, 2, 7
2015/1/17, , , 35, 32, 6, 7
2015/1/18, , , 26, 32, 3, 8
2015/1/19, , , 28, 59, 9, 9
2015/1/20, , , 23, 31, 3, 8
2015/1/21, , , 24, 29, 5, 8
2015/1/22, , , 26, 22, 2, 8
2015/1/23, , , 23, 28, 5, 10
2015/1/24, , , 28, 23, 4, 11
2015/1/25, , , 29, 13, 2, 7
2015/1/26, , , 45, 19, 5, 12
2015/1/27, , , 31, 17, 3, 
2015/1/28, , , 30, 13, 2, 
2015/1/29, , , 36, 17, 5, 
2015/1/30, , , 32, 28, 7, 
2015/1/31, , , 33, 14, 3, 
2015/2/1, , , 31, 7, 3, 5
2015/2/2, , , 27, 6, 1, 4
2015/2/3, , , 28, 5, 1, 4
2015/2/4, , , 23, 12, 4, 6
2015/2/5, , , 27, 13, 3, 6
2015/2/6, , , 31, 19, 5, 9
2015/2/7, , , 40, 24, 4, 10
2015/2/8, , , 23, 17, 3, 7
2015/2/9, , , 28, 14, 2, 5
2015/2/10, , , 17, 17, 3, 
2015/2/11, , , 35, 16, 3, 
2015/2/12, , , 36, 14, 2, 6
2015/2/13, , , 37, 12, 2, 6
2015/2/14, , , 29, 15, 2, 8
2015/2/15, , , 30, 10, 1, 5
2015/2/16, , , 44, 12, 3, 5
2015/2/17, , , 52, 13, 2, 
2015/2/18, , , 58, 18, 5, 6
2015/2/19, , , 47, 16, 2, 6
2015/2/20, , , 15, 16, 2, 6
2015/2/21, , , 40, 21, 5, 8
2015/2/22, , , 49, 16, 3, 6
2015/2/23, , , 81, 19, 3, 4
2015/2/24, , , 53, 24, 5, 
2015/2/25, , , 67, 20, 5, 
2015/2/26, , , 71, 18, 4, 
2015/2/27, , , 71, 25, 5, 
2015/2/28, , , 51, 22, 5, 
2015/3/1, , , 49, 17, 3, 7
2015/3/2, , , 51, 19, 3, 6
2015/3/3, , , 55, 18, 2, 
2015/3/4, , , 60, 16, 2, 8
2015/3/5, , , 44, 14, 2, 7
2015/3/6, , , 50, 17, 3, 8
2015/3/7, , , 43, 19, 3, 9
2015/3/8, , , 37, 5, , 5
2015/3/9, , , 34, 7, , 5
2015/3/10, , , 26, 9, , 
2015/3/11, , , 29, 8, , 4
2015/3/12, , , 34, 18, 3, 6
2015/3/13, , , 41, 22, 1, 7
2015/3/14, , , 37, 24, 4, 8
2015/3/15, , , 38, 21, 2, 7
2015/3/16, , , 37, 24, 5, 10
2015/3/17, , , 32, , 5, 
2015/3/18, , , 21, , 6, 8
2015/3/19, , , 18, , 10, 8
2015/3/20, , , 15, , 7, 7
2015/3/21, , , 30, , 4, 6
2015/3/22, , , 32, , 4, 6
2015/3/23, , , 10, , 5, 10
2014/11/2, , , 53, 16, 2, 6
2014/11/3, , , 41, 16, 3, 6
2014/11/4, , , 39, 18, 3, 7
2014/11/5, , , 29, 21, 2, 9
2014/11/6, , , 38, 20, 2, 8
2014/11/7, , , 52, 17, 2, 5
2014/11/8, , , 43, 20, 2, 6
2014/11/9, , , 43, 22, 1, 7
2014/11/10, , , 49, 28, 3, 7
2014/11/11, , , 36, 30, 5, 8
2014/11/12, , , 31, 17, 2, 6
2014/11/13, , , 21, 18, 2, 6
2014/11/14, , , 23, 18, 1, 8
2014/11/15, , , 28, 25, 3, 10
2014/11/16, , , 38, 24, 5, 8
2014/11/17, , , 33, 17, 2, 7
2014/11/18, , , 29, 16, 3, 6
2014/11/19, , , 33, 23, 3, 8
2014/11/20, , , 23, 21, 3, 9
2014/11/21, , , 24, 25, 10, 8
2014/11/22, , , 24, 22, 7, 8
2014/11/23, , , 21, 19, 6, 9
2014/11/24, , , 28, 19, 6, 7
2014/11/25, , , 28, 20, 3, 7
2014/11/26, , , 28, 22, 8, 7
2014/11/27, , , 25, 17, 6, 6
2014/11/28, , , 30, 12, 4, 6
2014/11/29, , , 36, 12, 3, 7
2014/11/30, , , 30, 10, 3, 6
2014/12/1, , , 31, , , 
2015/1/1, , , , 27, 10, 13
2015/4/1, , , , 33, 6, 11
2014/11/1, , , , 20, 3, 8
2016/10/9, , , , , 1, 7
2016/10/10, , , , , 1, 7
2016/10/11, , , , , 1, 7
2016/10/12, , , , , 1, 6
2016/10/13, , , , , 1, 5
2016/10/14, , , , , 2, 4
2016/10/15, , , , , 2, 4
2016/10/16, , , , , 1, 8
2016/10/17, , , , , 2, 6
2016/10/18, , , , , 2, 4
2016/10/19, , , , , 1, 4
2016/10/20, , , , , 1, 5
2016/10/21, , , , , 2, 5
2016/10/22, , , , , 2, 
2016/10/25, , , , , 3, 6
2016/10/26, , , , , 3, 6
2016/10/27, , , , , 2, 6
2016/10/28, , , , , 2, 9
2016/10/29, , , , , 4, 5
2016/10/30, , , , , 1, 6
2016/10/31, , , , , 2, 7
2016/11/1, , , , , 2, 8
2016/11/2, , , , , 2, 6
2016/11/3, , , , , 2, 5
2016/11/4, , , , , 3, 5
2016/11/5, , , , , 1, 4
2016/11/6, , , , , 1, 5
2016/11/7, , , , , 1, 6
2016/11/8, , , , , 1, 
2015/3/24, , , , , 10, 
2015/3/25, , , , , 6, 6
2015/3/26, , , , , 10, 8
2015/3/27, , , , , 4, 7
2015/3/28, , , , , 5, 
2015/3/29, , , , , 3, 
2015/3/30, , , , , 8, 
2015/3/31, , , , , 9, 
2016/10/8, , , , , , 7
2016/10/24, , , , , , 7
